id,title,description,term,department,instructors,seats
BMGT888I,Special Topics in Supply Chain Management; Industrial Organization Economics: Applications to Strategy,,202101,Business and Management,Rachelle Sampson,12
BMGT468R,Special Topics in Management and Organization; Fearless Founders: New Venture Practicum,Restriction: Permission of BMGT-Robert H. Smith School of Business. Cross-listed with ENES498R. Credit granted for ENES498R or BMGT468R.,202101,Business and Management,Oliver Schlake,25
BMGT430,Data Modeling in Business,Prerequisite: BMGT231 or BMGT230; or permission of BMGT-Robert H. Smith School of Business.,202101,Business and Management,Radu Lazar,100
BMGT467,Strategic Innovation and Entrepreneurship,"Credit only granted for: BMGT467, ENES463 or HLMN472.",202101,Business and Management,Clarence Wesley,100
BMGT367F,Career Search Strategies in Business,Restriction: Must be in a major in BMGT-Robert H. Smith School of Business.,202101,Business and Management,Dina Broydo; Rahman Anjorin; Erin Saddler; Rebecca Bullard; Michael Poerksen; Susan Powell; Justin Lui; Meghan Houston; Anita Galiano; Rachel Cotton,456
BMGT410,Government Accounting,Prerequisite: BMGT221.,202101,Business and Management,Gary Bulmash,40
BMGT838R,"Special Topics in Operations Management/Management Science; Research Seminar in Decision, Operations and Information Technologies",,202101,Business and Management,Zhi-Long Chen,15
BMGT289I,Why Good Managers Make Bad Decisions,"This course provides an overview of the concepts, approaches, and vocabulary of evidence-based management (EBM) and provides an understanding of how experts in many disciplines can employ evidenced based decision making. EBM is an emerging movement in business to explicitly use the current best information in management decision making with special emphasis on relevant scientific findings and unbiased organizational facts. The course stresses how individuals practicing EBM learn how to rethink their approaches to data and knowledge in order to make more effective decisions.",202101,Business and Management,Jeff Miller,240
BMGT390H,Designing Innovative Systems,"Prerequisite: ENES190 or BMGT190.
Restriction: Must be in the QUEST program.
Cross-listed with ENES390.
Credit only granted for: BMGT390 or ENES390.",202101,Business and Management,Joseph Bailey; David Ashley,45
BMGT451,Consumer Analysis,"Prerequisite: BMGT350.
Recommended: PSYC100; and PSYC221.",202101,Business and Management,Ali Faraji-Rad; Rebecca Ratner; Marjorie Bonavia,185
BMGT345,Foundations of Financial Management for Non Business Majors,"Prerequisite: BMGT210 or BMGT220.
Restriction: Must not have completed BMGT340; and must not be a major in the R.H. Smith School of Business.
Credit only granted for: BMGT345 or BMGT340.
Additional information: Course does not apply to a Smith School degree. BMGT340 may substitute for BMGT345.",202101,Business and Management,William MacDonald,145
BMGT484,Digital Marketing,"Prerequisite: BMGT350.
Restriction: Must be in a major in BMGT-Robert H. Smith School of Business.",202101,Business and Management,Mary Harms; Michael Trusov,175
BMGT385,Operations Management,Credit only granted for: BMGT385 or ENME426.,202101,Business and Management,Kazim Ruhi,90
BMGT220H,Principles of Accounting I,Basic theory and techniques of contemporary financial accounting. Includes the accounting cycle and the preparation of financial statements for single owner and partnership forms of business organizations operating as service companies or merchandisers.,202101,Business and Management,Samuel Handwerger,30
BMGT848F,Special Topics in Finance; Workshop in Finance Research,,202101,Business and Management,Thomas Ernst; Yueyang Han,12
BMGT444,Futures and Options Contracts,"Prerequisite: BMGT343.
Credit only granted for: BMGT444 or MATH424.",202101,Business and Management,Albert Crosby,135
BMGT452,Marketing Research Methods,Prerequisite: BMGT350 and BMGT230.,202101,Business and Management,Richard Toohey; Bruno Jacobs,120
BMGT110,Introduction to the Business Value Chain,"Students are provided with an introduction to the business value chain with an emphasis on inter-organizational and intra-organizational coordination of core business processes. Emphasis is on cross-functional integration and the efficient and effective management of core processes with an emphasis on marketing, operations and supply chain management.",202101,Business and Management,Jeff Miller,250
BMGT858W,Special Topics in Marketing; Bayesian Data Analysis,,202101,Business and Management,Bruno Jacobs,12
BMGT491,Scoping Experiential Learning Projects,"Prerequisite: BMGT190 or ENES190.
Restriction: Restricted to QUEST Program (TQMP) students.
Cross-listed with ENES491. Credit only granted for: BMGT491 or ENES491.",202101,Business and Management,Jessica Roffe,9
BMGT350,Marketing Principles and Organization,Recommended: ECON200.,202101,Business and Management,Henry Boyd; Idil Yaveroglu; Roxanne Lefkoff; Wendy Bassett,520
BMGT313F,Financial Statement Analysis,Prerequisite: BMGT221.,202101,Business and Management,Brent Solomon,35
BMGT878C,Special Topics in Strategic Management and Entrepreneurship; Cross Discilpinary Workshop in Strategy and Entrepreneurship,,202101,Business and Management,Rachelle Sampson,12
BMGT311,Intermediate Accounting II,Prerequisite: BMGT310.,202101,Business and Management,Stephen Brown,140
BMGT366,Growth Strategies for Emerging Companies,"Prerequisite: BMGT461 or BMGT361.
Restriction: Junior standing or higher.",202101,Business and Management,Waverly Ding,45
BMGT858N,Special Topics in Marketing; Current Topics in Consumer Behavior Research,,202101,Business and Management,Ali Faraji-Rad,12
BMGT299B,Student Initiated Special Topics; Applied Cloud Computing in Information Systems,,202101,Business and Management,Gorkem Ozer; Louiqa Raschid,40
BMGT370,Introduction to Transportation,"An overview of the transportation field with an emphasis on freight movements from the perspective of both providers of capacity and users of freight services. Examines the characteristics of the freight modes and the role of each mode as a major component of logistics and supply chain management. Explores the economics, energy use, and finances of each mode as well as the impact of government policies on each mode's future. Discussion of infrastructure and capacity needs of the transportation system and its ability to support the economy.",202101,Business and Management,Leland Gardner,90
BMGT472,Purchasing and Inbound Logistics,Prerequisite: BMGT372.,202101,Business and Management,Hyosoo Park,45
BMGT424,Advanced Accounting,Prerequisite: BMGT311.,202101,Business and Management,Gary Bulmash,38
BMGT468P,Special Topics in Management and Organization; Practicum in Global Business,Restricted to students in the Smith School's Global Fellows Program.,202101,Business and Management,Mark Wellman; Roy Thomason,32
BMGT473,Supply Chain Consulting Fellows II,"Prerequisite: BMGT370, BMGT372 and BMGT471.
Credit only granted for: BMGT478D or BMGT473.
Formerly: BMGT478D.",202101,Business and Management,Thomas Corsi,35
BMGT110S,Introduction to the Business Value Chain,"Restricted to College Park Scholars in Business, Society, and the Economy.",202101,Business and Management,Jeff Miller,82
BMGT326,Accounting Systems,Prerequisite: BMGT221; and (BMGT201 or BMGT301).,202101,Business and Management,Lei Zhou,135
BMGT440F,Advanced Financial Management,Prerequisite: BMGT340.,202101,Business and Management,Karen Hallows,35
BMGT408V,Emerging Topics in Information Systems; Data Visualization and Web Analytics,"Prerequisite: BMGT301, BMGT302 recommended. Restricted to Information Systems majors and Business Analystics (#BU01) minors with 72 credits.",202101,Business and Management,Lauren Rhue,70
BMGT367,Career Search Strategies in Business,Restriction: Must be in a major in BMGT-Robert H. Smith School of Business.,202101,Business and Management,Tyrone Clifton; Erin Saddler; Sadie Edmonds; Lawrence Silver; Susan Powell; Anita Galiano; Rachel Cotton,306
BMGT498L,Special Topics in Business and Management; Innovo Consulting Practicum: Transform Learning,"Innovo Scholars is a new program offering an elite group of students the opportunity to particpate in the innovation of teaching and learning at Smith. In addition to completing normal teaching assistant activities, the Scholars will be responsible for designing and implementing improvements to an existing Smith course or program.",202101,Business and Management,Joshua Shannon-Chastain; Jonathan Southgate; Nicholas Gummo,20
BMGT310,Intermediate Accounting I,Prerequisite: BMGT221.,202101,Business and Management,Natalya Khimich,120
BMGT828,Independent Study in Business and Management,,202101,Business and Management,,0
BMGT347,Quantitative Financial Analysis,"Prerequisite: BMGT340; must have completed or be concurrently enrolled in BMGT343.
Credit only granted for: BMGT347 or BMGT448G.
Formerly: BMGT448G.",202101,Business and Management,Xi He,90
BMGT364N,Managing People and Organizations,"An introduction to selected aspects of human behavior in organizations generally known as organizational behavior (OB). This course is designed to help students develop systematic and fundamental understanding of people and their behaviors in organizations, as well as useful abilities and skills required to effectively and ethically manage various individual, interpersonal, group, and organization-level processes.",202101,Business and Management,Nicole Coomber,20
BMGT461M,Entrepreneurship,"Restriction: Must not have completed BMGT361.
Credit only granted for: BMGT261, BMGT361, BMGT461, ENES460, SMLP470 or HLMN470.",202101,Business and Management,Jeffrey Mund,60
BMGT442F,Advanced Portfolio Management,"Prerequisite: BMGT343.
Credit only granted for: BMGT442 or BMGT448C.
Formerly: BMGT448C.",202101,Business and Management,Gregory Olsen; Russell Wermers,35
BMGT404,Essential Data Skills for Business Analytics,"Prerequisite: BMGT302.
Credit only granted for: BMGT404 or CMSC320.
Additional information: CMSC majors will not receive credit for this course towards their upper level concentration in their CMSC major.",202101,Business and Management,John Bono,105
BMGT392,Introduction to International Business Management,Prerequisite: ECON200.,202101,Business and Management,Wilbur Chung; Richard Hutchins,95
BMGT340N,Business Finance,Prerequisite: BMGT220; and (BMGT231 or BMGT230).,202101,Business and Management,Karen Hallows,6
BMGT445,Banking and Financial Institutions,"Prerequisite: BMGT340.
Recommended: ECON330 or BMGT341.",202101,Business and Management,Michael Padhi,135
BMGT380N,Business Law I,"Legal aspects of business relationships. Examination of torts and business crimes, contracts and agency. The law of personal property and bailment relationships. Survey of public policy issues.",202101,Business and Management,Burt Leete,1
BMGT448V,Special Topics in Finance; Text Mining for Economics and Finance,"Course Prerequisites: MATH120/140, BMGT230, and BMGT340. Restricted to Finance majors with 60 or more credits completed.",202101,Business and Management,Paul Soto,40
BMGT360,Strategic Management of Human Capital,"Provides students with the basic knowledge needed to help organizations attract, select, develop, engage, evaluate, and retain talent. Topics covered may include strategic HRM, the role of globalization, legal issues in HRM, work analysis, HR planning, recruitment, personnel selection, performance management and appraisal, training and development, career development, compensation systems, motivating and rewarding performance, labor relations, and employee health and safety.",202101,Business and Management,Sarah Wolek; Vineet Gambhir,180
BMGT808K,Special Topics in Information Systems; Quality Transparency and the Value of Information,,202101,Business and Management,Guodong Gao,12
BMGT438A,Special Topics in Operations Management; Applied Quantitative Analysis,Restricted to QUEST students. Cross-listed with ENES498A. Credit granted for BMGT438A or ENES489A.,202101,Business and Management,Pamela Armstrong; Joseph Bailey,55
BMGT321,Managerial Accounting,Prerequisite: BMGT221.,202101,Business and Management,Martin Loeb; Bill Ford,88
BMGT468W,Special Topics in Management and Organization; Social Innovation Practicum: Consulting and Venture Creation,Restricted to Social Innovation Fellows.,202101,Business and Management,David Kirsch,35
BMGT435,Business Process Simulation,"Prerequisite: BMGT231 or BMGT230; or students who have taken courses with comparable content may contact the department.
Restriction: Must be in a major in BMGT-Robert H. Smith School of Business.",202101,Business and Management,Sujin Kim,45
BMGT878I,Special Topics in Strategic Management and Entrepreneurship; Innovation and Entrepreneurship,,202101,Business and Management,Rajshree Agarwal,12
BMGT878P,Special Topics in Strategic Management and Entrepreneurship; Strategy and Entrepreneurship PhD Presentations,,202101,Business and Management,Rajshree Agarwal,30
BMGT350M,Marketing Principles and Organization,Recommended: ECON200.,202101,Business and Management,Mary Beth Furst; Wendy Bassett,90
BMGT868T,Special Topics in Organizational Behavior/Human Resource Management; Seminar on Teams,,202101,Business and Management,Kathryn Bartol,12
BMGT454,Global Marketing,Prerequisite: BMGT350.,202101,Business and Management,Tanya Leyderman; Amna Kirmani,90
BMGT403,Systems Analysis and Design,"Prerequisite: BMGT301; or students who have taken courses with comparable content may contact the department.
Recommended: BMGT302.",202101,Business and Management,Hassan Ibrahim,76
BMGT301,Introduction to Information Systems,"Restriction: Must be in a major in BMGT-Robert H. Smith School of Business.
Additional information: CMSC majors will not receive credit for this course towards their upper level concentration in their CMSC major. All BMGT majors, including students who are a double major in CMSC, must complete BMGT301 for their BMGT degree.",202101,Business and Management,Maya Mudambi; Zeinab Karake; Paul Shapiro,490
BMGT402F,Database Systems,"Recommended: BMGT302.
Credit only granted for: INST327 or BMGT402.",202101,Business and Management,Louiqa Raschid,30
BMGT340,Business Finance,Prerequisite: BMGT220; and (BMGT231 or BMGT230).,202101,Business and Management,Karen Hallows; Michael Padhi,484
BMGT878E,Special Topics in Strategic Management and Entrepreneurship; Overview of Strategy and Entrepreneurship,,202101,Business and Management,Rajshree Agarwal; David Kirsch,12
BMGT808R,"Special Topics in Information Systems; Research Seminar in Decision, Operations and Information Technologies",,202101,Business and Management,Sivakumar Viswanathan,15
BMGT341,Financial Markets,"Prerequisite: Must have completed or be concurrently enrolled in BMGT340.
Formerly: BMGT498G.",202101,Business and Management,Julie Pavlovsky,90
BMGT402,Database Systems,"Recommended: BMGT302.
Credit only granted for: INST327 or BMGT402.",202101,Business and Management,Mingwei Sun; Woei-Jyh Lee,76
BMGT490H,QUEST Capstone Professional Practicum,"Prerequisite: ENES390 or BMGT390.
Cross-listed with: ENES490.
Credit only granted for: BMGT490 or ENES490.",202101,Business and Management,James Purtilo; Joseph Bailey; David Ashley,45
BMGT818B,Special Topics in Accounting and Information Assurance; Topics in Financial Accounting,,202101,Business and Management,Rebecca Hann,12
BMGT455,Sales Management,Prerequisite: BMGT350.,202101,Business and Management,Kathleen Kelly,40
BMGT843,Seminar in Portfolio Theory,Prerequisite: Permission of BMGT-Robert H. Smith School of Business.,202101,Business and Management,Mark Loewenstein,12
BMGT443,Applied Equity Analysis and Portfolio Management,Prerequisite: BMGT343.,202101,Business and Management,Joseph Perfetti,180
BMGT382,Marketing and Innovation for Entrepreneurs,"Restriction: Must not have completed BMGT352.
Credit only granted for: BMGT352 or BMGT382.
Additional information: Course will not satisfy a Marketing major requirement.",202101,Business and Management,Mary Beth Furst,40
BMGT463,Cross-cultural Challenges in Business,Restriction: Must be in a major in BMGT-Robert H. Smith School of Business.,202101,Business and Management,Gerald Suarez; Debra Shapiro,105
BMGT434,Analytics Consulting: Cases and Projects,"Prerequisite: BMGT332; and (MATH120 or MATH140; or must have completed MATH220). Or students who have taken courses with comparable content may contact the department.
Restriction: Must be in a major in BMGT-Robert H. Smith School of Business.",202101,Business and Management,Bruce Golden; John Sammarco; Maria Bardossy,96
BMGT422,Auditing Theory and Practice,Prerequisite: BMGT310; and must have completed or be concurrently enrolled in BMGT311.,202101,Business and Management,Mary Keim; James McKinney,70
BMGT398,Individual Study in Business and Management,,202101,Business and Management,,0
BMGT808J,"Special Topics in Information Systems; Institutions, Firms and Collectives",,202101,Business and Management,Anand Gopal,12
BMGT289A,Social Enterprise: Changing the World through Innovation and Transformative Action,"In this course, students will hear from real-life social entrepreneurs, explore current day social issues of sustainability, climate change, leadership, disruptive innovations, and create or blueprint business plans to generate positive social change. This class will focus on innovative thinking skills, personal narratives, and social interaction strategies and plans.",202101,Business and Management,Gerald Suarez; Le-Marie Thompson,130
BMGT398W,Individual Study in Business and Management; Junior Wall Street Fellows,Restricted to junior Wall Street Fellows.,202101,Business and Management,Julie Pavlovsky,23
SLLC109Y,Beg Less Commonly Taught Language II; Elementary Yoruba II,"This is a Big Ten Academic Alliance Course-Share course. The instructor is at Indiana University, but you enroll and receive credit for it at Maryland.",202101,"School of Languages, Literatures and Cultures",Instructor: TBA,5
SLLC386,Experiential Learning,"Prerequisite: Learning Proposal approved by the Office of Experiential Learning Programs, faculty sponsor and the student's internship sponsor.
Restriction: Junior standing or higher.",202101,"School of Languages, Literatures and Cultures",,0
SLLC209R,Intermediate Less Commonly Taught Language II; Intermediate Urdu II,"This is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Minnesota, but you enroll and receive credit for it at Maryland.",202101,"School of Languages, Literatures and Cultures",Instructor: TBA,5
SLLC305,"Language, Identity and Diversity in the U.S.","Introduces issues of linguistic diversity in the framework of the U.S. as a multilingual society. Special emphasis is placed on attitudes toward language diversity, specifically, how regional, social, generational, ethnic, racial and gender differences in language use contribute to notions of identity.",202101,"School of Languages, Literatures and Cultures",Ali Abasi,20
SLLC309,Language Partner Program,"Students must be able to meet synchronously online on Monday, February 8, 2021 and Monday, May 3, 2021.",202101,"School of Languages, Literatures and Cultures",Lindsay Yotsukura,80
SLLC109R,Beg Less Commonly Taught Language II; Elementary Urdu II,"Elementary Urdu II is a Big Ten Academic Alliance Course-Share course. The instructor is at the University of Minnesota, but you enroll and receive credit for it at Maryland. In order to connect remotely students should have a private space, a computer with webcam and microphone, a stable ethernet connection, and headphones, in addition to any technical requirements from the instructor. Heritage speakers and those with prior knowledge of Urdu should contact the instructor of UMN before enrolling in the course to determine appropriate placement, Meraj Ahmed: ahmedm@UMN.edu or 612-624-4876.",202101,"School of Languages, Literatures and Cultures",Instructor: TBA,5
SLLC108A,Beg Less Commonly Taught Language I; Syriac,"This is a Big Ten Academic Alliance CourseShare course. The instructor is at Penn State University, but you enroll and receive credit for it at Maryland.",202101,"School of Languages, Literatures and Cultures",Instructor: TBA,5
SLLC109D,Beg Less Commonly Taught Language II; Elementary Danish II,"This is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Wisconsin, but you enroll and receive credit for it at Maryland.",202101,"School of Languages, Literatures and Cultures",Instructor: TBA,5
SLLC286,Living the Good Life: Chinese Philosophy in the Modern World,Additional information: Taught in English.,202101,"School of Languages, Literatures and Cultures",Andrew Schonebaum,60
SLLC209N,Intermediate Less Commonly Taught Language II; Intermediate Norwegian II,"This is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Minnesota, but you enroll and receive credit for it at Maryland.",202101,"School of Languages, Literatures and Cultures",Instructor: TBA,5
SLLC789,Master's Independent Study,,202101,"School of Languages, Literatures and Cultures",,0
SLLC499I,Special Topics in World Cultures; The Islamicate World 2.0: Studying Islamic Cultures through Computational Textual Analysis,"Cross-listed with PERS498W and HIST429G. Credit granted for PERS498W, HIST429G, or SLLC499I.

An introduction to the use of computational methods for the study of Islamic cultures and societies.",202101,"School of Languages, Literatures and Cultures",Matthew Miller,10
SLLC108C,Beg Less Commonly Taught Language I; Sumerian,"This is a Big Ten Academic Alliance CourseShare course. The instructor is at Penn State University, but you enroll and receive credit for it at Maryland.",202101,"School of Languages, Literatures and Cultures",Instructor: TBA,5
SLLC109N,Beg Less Commonly Taught Language II; Elementary Norwegian II,"Elementary Norwegian II is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Minnesota, but you enroll and receive credit for it at Maryland. The course continues the beginning language student's acquisition of proficiency in all four areas of Norwegian: listening, speaking, reading, and writing. Students will also gain knowledge of Norwegian culture. For more information about the course, please contact the instructor, Kyle Korinta (612-625-4059 or kory0008@umn.edu).",202101,"School of Languages, Literatures and Cultures",Instructor: TBA,5
SLLC209Q,Intermediate Less Commonly Taught Language II; Intermediate Quechua II,"This is a Big Ten Academic Alliance CourseShare course. The instructor is at the University of Michigan, but you enroll and receive credit for it at Maryland.",202101,"School of Languages, Literatures and Cultures",Instructor: TBA,5
SLLC109V,Beg Less Commonly Taught Language II; Vietnamese II,"This is a Big Ten Academic Alliance CourseShare course. The instructor is at Michigan State University, but you enroll and receive credit for it at Maryland.",202101,"School of Languages, Literatures and Cultures",Instructor: TBA,5
EALL300,The Languages of East Asia,"A survey of Chinese, Japanese, and Korean, and the languages of other East Asian nationalities. Provides a basic understanding of the structures of these languages. Topics covered include the characterizing features; the relationships of the languages to each other; the geographical, social, and historical settings. No knowledge of Asian languages is required. Taught in English.",202101,East Asian Languages and Literatures,Samuel Ramsey,30
RUSS386,Experiential Learning,"Restriction: Junior standing or higher; and permission of ARHU-School of Languages, Literatures, and Cultures department.",202101,Russian,,0
RUSS102,Intensive Elementary Russian II,"Prerequisite: RUSS101 or RUSS102; and must have appropriate Foreign Language Placement Test (FLPT) score.
Restriction: Must not be a native/fluent speaker of Russian.
Credit only granted for: RUSS102 or (RUSS113 and RUSS114).",202101,Russian,Inna Hardman,30
RUSS499,Independent Study in Russian,,202101,Russian,,0
RUSS302,Advanced Russian II,Prerequisite: RUSS301.,202101,Russian,Anastasiia Selemeneva,15
RUSS321,Survey of Russian Literature I,Prerequisite: RUSS202; or students who have taken courses with comparable content may contact the department.,202101,Russian,Elizabeth Papazian,15
RUSS336,Soviet Cinema and Empire,"Cross-listed with: CINE336.
Credit only granted for: RUSS336, CINE336, or FILM336.
Formerly: FILM336.",202101,Russian,Elizabeth Papazian,30
RUSS402,Practicum in Written Russian,Prerequisite: RUSS401; or students who have taken courses with comparable content may contact the department.,202101,Russian,Anastasiia Selemeneva,15
RUSS798,Independent Study,,202101,Russian,,0
RUSS405,Russian-English Translation I,Prerequisite: Must have completed or be concurrently enrolled in RUSS302.,202101,Russian,Cynthia Martin,15
RUSS289I,The Power of the Word: Freedom of Speech in the U.S. and Russia,"The central theme of Russian 287 is the abiding human propensity to ask questions, to use language to pursue inquiry. To be a ""critical thinker,"" one must develop the habit and discipline of asking questions and challenging assumptions. Through a comparative approach to the US and Russian experiences, we will explore the role of language and its power in different political and social systems. We will explore such questions as: Why is free speech so fiercely defended in a democracy and such a threat to totalitarianism? What is the relationship between free speech, political power and dissent? Is the pen still mightier than the sword, even in the nuclear age? What has shaped our current attitudes toward freedom of expression? How has the concept of political free speech been extended to include freedom of expression in general, such as in the creative arts? What role do new technologies play in the arena of free speech debates? We will explore how freedom of speech and expression has been defended or its suppression justified in the US and Russia. We will practice the art of questioning and constructing counter-arguments throughout the course.",202101,Russian,Cynthia Martin,60
RUSS202,Intermediate Russian II,"Prerequisite: RUSS201; or must have appropriate Foreign Language Placement Test (FLPT) score.
Restriction: Must not be a native/fluent speaker of Russian.",202101,Russian,Zhanna Gerus-Vernola,15
RUSS799,Thesis Research,,202101,Russian,,0
ECON486,Energy and Environmental Economics,"Prerequisite: 1 course with a minimum grade of C- from (AREC326, ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, ECON321, BMGT230).
Cross-listed with: AREC456.
Credit only granted for: AREC456 or ECON486.",202101,Economics,Joshua Linn,80
ECON828,Workshop in Econometrics,,202101,Economics,John Chao,20
ECON644,Empirical Analysis II: Introduction to Economic Models,Prerequisite: ECON643.,202101,Economics,Hossein Abbasi,60
ECON185,Energy: Crisis or Breakthrough?,"Will we face an energy crisis in the near future, or will technological breakthroughs solve problems? Will we destroy the environment by careless use of polluting energy, or we will find new and clean sources of energy that resolves the environmental issue once and for all? Will politicians and governments succeed in agreeing on a coherent strategy to deal with global issues related to energy, or do we expect individual countries to move in different directions and exacerbate the problems? Students will explore the demand and supply sides of the energy market and their relationships with government policies and environmental concerns. Students will also analyze empirical evidence to better understand the factors affecting energy production and consumption in the past and possible directions in the future. By examining past situations when technological change mitigated problems in energy markets, we can make informed predictions about what could happen next.",202101,Economics,Hossein Abbasi,120
ECON306,Intermediate Microeconomic Theory & Policy,"Prerequisite: 1 course with a minimum grade of C- from (ECON200, AREC250); and minimum grade of C- in ECON201. And 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140); or must have completed MATH220 with a minimum grade of C-.
Credit only granted for: ECON306, ECON326, AREC489M, or AREC326.",202101,Economics,Aaron Finkle,320
ECON756,Empirical Political Economics,An introduction to empirical political economy. Determinants of individual political behavior and the impact of political rules on economic outcomes will both be analyzed. Modern applied econometric techniques will also be covered.,202101,Economics,Ethan Kaplan,20
ECON326,Intermediate Microeconomic Analysis,"Prerequisite: Minimum grade of C- in ECON200, ECON201, and MATH141.
Restriction: Must be in Economics Bachelor of Science program.
Credit only granted for: ECON306, ECON326, or AREC326.",202101,Economics,Nicholas Montgomery,90
ECON799,Master's Thesis Research,,202101,Economics,,0
ECON330,Money and Banking,Prerequisite: Minimum grade of C- in ECON200 and ECON201.,202101,Economics,Martina Copelman,250
ECON808,"Workshop on Macroeconomics, International Macroeconomics and International Finance",ECON graduate students only.,202101,Economics,Eunhee Lee; Allan Drazen,30
ECON424,Applied Econometrics,"Prerequisite: 1 course with a minimum grade of C- from (ECON305, ECON306, ECON325, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321).
Restriction: Must be in Economics Bachelor of Arts program.
Credit only granted for: ECON422, ECON424 or AREC422.",202101,Economics,Hossein Abbasi; Cristina Riquelme,114
ECON433,Economics of Big Data,"Prerequisite: Minimum grade of C- in ECON326 and 1 course with a minimum grade of C- from (ECON321, STAT401). STAT400 is not acceptable for the statistics prerequisite unless ECON422 is also completed with C- or better.
Restriction: Must be in Economics Bachelor of Science program.",202101,Economics,Ginger Jin,38
ECON673,"Information, Game Theory and Market Design",Prerequisite: ECON641; and must have completed or be concurrently enrolled in ECON644.,202101,Economics,David Ovadia,23
ECON624,Econometrics II,Prerequisite: ECON623; or permission of BSOS-Economics department.,202101,Economics,Ingmar Prucha; John Chao,30
ECON848,"Workshop in International Trade, Institutional Economics and Political Economy",ECON graduate students only.,202101,Economics,Peter Murrell,30
ECON327,Behavioral Economics,"Prerequisite: Minimum grade of C- in ECON200 and ECON201.
Restriction: Must be in Economics Bachelor of Arts program.",202101,Economics,Erkut Ozbay,80
ECON418C,Economic Development of Selected Areas; China,"Prerequisites: 1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321). Restriction: Must be in Economics Bachelor of Arts program (22040). Credit only granted for ECON418C or AREC447.

An introductory survey course of economic development in China with emphasis on understanding the process of economic reform in mainland China since 1978.",202101,Economics,Jing Cai,53
ECON868,"Workshop in Industrial Organization, Microeconomic Theory and Behavioral and Experimental Economics",ECON graduate students only.,202101,Economics,Chenyu Yang; Yusuf Masatlioglu,40
ECON645,Empirical Analysis III: Econometric Modeling and Forecasting,"Prerequisite: ECON644.
Credit only granted for: ECON645 or ECON523.
Formerly: ECON523.",202101,Economics,Cristina Tello-Trillo; Moises Yi,38
ECON604,Microeconomic Analysis II,"Prerequisite: ECON603.
Restriction: Permission of BSOS-Economics department.",202101,Economics,Daniel Vincent; Erkut Ozbay,45
ECON444,Research in Globalization,"Prerequisite: Minimum grade of C- in ECON326 and ECON422.
Restriction: Must be in Economics Bachelor of Science program.
Credit only granted for: ECON498G or ECON444.
Formerly: ECON498G.",202101,Economics,Eunhee Lee,22
ECON662,Theories of Industrial Organization,Prerequisite: ECON604 and ECON603.,202101,Economics,Chenyu Yang,20
ECON674,Economic Analysis of Law,Prerequisite: ECON641; and must have completed or be concurrently enrolled in ECON644.,202101,Economics,David Burk,34
ECON463,Economics of Sports,"Prerequisite: 1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321, STAT400).
Restriction: Must be in Economics Bachelor of Arts program.",202101,Economics,Nicholas Montgomery,50
ECON422,Econometrics I,"Prerequisite: 1 course with a minimum grade of C- from (ECON325, ECON326); and 1 course with a minimum grade of C- from (STAT400, ECON321).
Restriction: Must be in Economics Bachelor of Science program.
Credit only granted for: ECON422, ECON424, or AREC422.",202101,Economics,Alka Gandhi,80
ECON402,Macroeconomic Models and Forecasting,"Prerequisite: 1 course with a minimum grade of C- from (ECON305, ECON325); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321).
Restriction: Must be in Economics Bachelor of Arts program.",202101,Economics,Alessandra Palazzo,35
ECON455,Economics of Education Policy,"Prerequisite: 1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321).
Restriction: Must be in Economics Bachelor of Arts program.
Credit only granted for: ECON468E or ECON455.
Formerly: ECON468E.",202101,Economics,Nolan Pope,38
ECON443,International Trade and Trade Policy in the New Global Economy,"Prerequisite: 1 course with a minimum grade of C- from (ECON305, ECON325); and 1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321).
Restriction: Must be in Economics Bachelor of Arts program; and must not have completed ECON441.
Credit only granted for: ECON441 or ECON443.",202101,Economics,Eunhee Lee; Stefania Scandizzo,114
ECON414,Game Theory,"Prerequisite: 1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321, STAT400).
Restriction: Must be in one of the following programs (Economics Bachelor of Arts; Economics Bachelor of Science).
Credit only granted for: CMSC474, ECON414, GVPT399A or GVPT390.",202101,Economics,Ece Yegane; Nebahat Erturk,80
ECON615,Development Economics I,Prerequisite: ECON603; or permission of BSOS-Economics department.,202101,Economics,Sebastian Galiani,15
